Country,Managed By,Fulfill Via,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Vendor,Line Item Insurance (USD),Line Item Insurance (USD,Delivery Year,Lead Time Days
ethiopia,PMO - US,From RDC,Truck,,,2008-09-16,2008-09-16,2008-09-16,14,537.04,25.0,505.0,SCMS from RDC,0.86,0.86,2008,0
ethiopia,PMO - US,From RDC,Truck,,,2008-09-16,2008-09-16,2008-09-16,50,2500.0,,,SCMS from RDC,4.0,4.0,2008,0
ethiopia,PMO - US,From RDC,Air,,,2008-12-19,2008-12-19,2008-12-19,2005,3809.5,692.0,4983.22,SCMS from RDC,7.47,7.47,2008,0
uganda,PMO - US,From RDC,Air,,,2009-02-19,2009-02-19,2009-02-19,14600,172280.0,1657.0,9995.55,SCMS from RDC,337.67,337.67,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-02-27,2009-02-27,2009-02-27,2800,5880.0,,,SCMS from RDC,11.52,11.52,2009,0
zimbabwe,PMO - US,From RDC,Truck,,,2009-04-06,2009-04-06,2009-04-06,4000,48040.0,,,SCMS from RDC,94.16,94.16,2009,0
pakistan,PMO - US,From RDC,Air,,,2009-04-01,2009-04-01,2009-04-01,28,2800.0,,,SCMS from RDC,5.49,5.49,2009,0
pakistan,PMO - US,From RDC,Air,,,2009-04-01,2009-04-01,2009-04-01,12,240.0,,,SCMS from RDC,0.47,0.47,2009,0
zimbabwe,PMO - US,From RDC,Truck,,,2009-04-06,2009-04-06,2009-04-06,8000,16000.0,,,SCMS from RDC,31.36,31.36,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-04-30,2009-04-30,2009-04-30,9599,28797.0,,,SCMS from RDC,56.44,56.44,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-04-30,2009-04-30,2009-04-30,2200,29216.0,,,SCMS from RDC,57.26,57.26,2009,0
zambia,PMO - US,From RDC,Air,,,2008-09-23,2008-09-23,2008-09-23,9408,31987.2,893.0,6269.7,SCMS from RDC,51.18,51.18,2008,0
nigeria,PMO - US,From RDC,Air,,,2008-08-24,2008-08-24,2008-08-24,12696,333270.0,1114.0,7641.1,SCMS from RDC,533.23,533.23,2008,0
zambia,PMO - US,From RDC,Truck,,,2008-08-20,2008-08-20,2008-08-20,50000,600500.0,,,SCMS from RDC,960.8,960.8,2008,0
tanzania,PMO - US,From RDC,Air,,,2008-08-22,2008-08-22,2008-08-22,76427,722235.15,7017.0,5367.09,SCMS from RDC,1155.58,1155.58,2008,0
ethiopia,PMO - US,From RDC,Air,,,2009-02-18,2009-02-18,2009-02-18,27590,293005.8,,,SCMS from RDC,574.29,574.29,2009,0
ethiopia,PMO - US,From RDC,Air,,,2009-01-29,2009-01-29,2009-01-29,11549,122650.38,,,SCMS from RDC,240.39,240.39,2009,0
ethiopia,PMO - US,From RDC,Air,,,2009-03-04,2009-03-04,2009-03-04,35299,374875.38,,,SCMS from RDC,734.76,734.76,2009,0
nigeria,PMO - US,From RDC,Air,,,2008-10-30,2008-10-30,2008-10-30,6002,20406.8,,,SCMS from RDC,40.0,40.0,2008,0
nigeria,PMO - US,From RDC,Air,,,2008-12-17,2008-12-17,2008-12-17,7876,12207.8,521.0,4608.92,SCMS from RDC,23.93,23.93,2008,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-03-19,2009-03-19,2009-03-19,16000,155520.0,1364.0,,SCMS from RDC,304.82,304.82,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-03-19,2009-03-19,2009-03-19,3231,28303.56,,,SCMS from RDC,55.47,55.47,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-03-19,2009-03-19,2009-03-19,67842,773398.8,7627.0,11492.86,SCMS from RDC,1515.86,1515.86,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-04-29,2009-04-29,2009-04-29,28624,267634.4,2583.0,7608.7,SCMS from RDC,524.56,524.56,2009,0
zimbabwe,PMO - US,From RDC,Truck,,,2008-10-31,2008-10-31,2008-10-31,8000,16000.0,483.0,2947.59,SCMS from RDC,31.36,31.36,2008,0
kenya,PMO - US,From RDC,Truck,,,2008-08-20,2008-08-20,2008-08-20,1067,34144.0,297.0,3616.67,SCMS from RDC,54.63,54.63,2008,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-03-20,2009-03-20,2009-03-20,10000,30400.0,,,SCMS from RDC,59.58,59.58,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-05-08,2009-05-08,2009-05-08,1132,17274.32,,,SCMS from RDC,33.86,33.86,2009,0
zimbabwe,PMO - US,From RDC,Truck,,,2009-04-27,2009-04-27,2009-04-27,76000,562400.0,,,SCMS from RDC,1102.3,1102.3,2009,0
mozambique,PMO - US,From RDC,Truck,,,2009-06-03,2009-06-03,2009-06-03,135000,972000.0,10053.0,10211.52,SCMS from RDC,1905.12,1905.12,2009,0
tanzania,PMO - US,From RDC,Truck,,,2009-05-11,2009-05-11,2009-05-11,1977,31928.55,,,SCMS from RDC,62.58,62.58,2009,0
nigeria,PMO - US,From RDC,Air,,,2009-04-30,2009-04-30,2009-04-30,248,793.6,24.0,1547.94,SCMS from RDC,1.56,1.56,2009,0
nigeria,PMO - US,From RDC,Air,,,2009-04-30,2009-04-30,2009-04-30,1067,3414.4,60.0,1981.1,SCMS from RDC,6.69,6.69,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-05-08,2009-05-08,2009-05-08,35000,327250.0,3162.0,15128.37,SCMS from RDC,641.41,641.41,2009,0
ghana,PMO - US,From RDC,Truck,,,2009-08-12,2009-08-12,2009-08-12,8346,83.46,,,SCMS from RDC,0.16,0.16,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-06-16,2009-06-16,2009-06-16,2178,23522.4,,,SCMS from RDC,46.1,46.1,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-06-16,2009-06-16,2009-06-16,806,1531.4,,,SCMS from RDC,3.0,3.0,2009,0
uganda,PMO - US,From RDC,Air,,,2009-06-01,2009-06-01,2009-06-01,3895,27732.4,289.0,2798.7,SCMS from RDC,54.36,54.36,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-06-16,2009-06-16,2009-06-16,400,20000.0,89.0,7329.83,SCMS from RDC,39.2,39.2,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-06-16,2009-06-16,2009-06-16,3190,36366.0,361.0,7329.83,SCMS from RDC,71.28,71.28,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-06-16,2009-06-16,2009-06-16,400,20000.0,,,SCMS from RDC,39.2,39.2,2009,0
mozambique,PMO - US,From RDC,Air,,,2009-08-20,2009-08-20,2009-08-20,9310,29792.0,376.0,2342.92,SCMS from RDC,58.39,58.39,2009,0
zambia,PMO - US,From RDC,Air,,,2009-09-04,2009-09-04,2009-09-04,22260,244860.0,1921.0,2448.71,SCMS from RDC,479.93,479.93,2009,0
mozambique,PMO - US,From RDC,Truck,,,2009-08-27,2009-08-27,2009-08-27,1894,4621.36,,,SCMS from RDC,9.06,9.06,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-08-04,2009-08-04,2009-08-04,1268,14455.2,143.0,7445.8,SCMS from RDC,28.33,28.33,2009,0
zambia,PMO - US,From RDC,Truck,,,2009-09-29,2009-09-29,2009-09-29,27941,307351.0,1970.0,6759.28,SCMS from RDC,602.41,602.41,2009,0
haiti,PMO - US,From RDC,Air,,,2009-08-27,2009-08-27,2009-08-27,2757,5789.7,1038.0,11774.5,SCMS from RDC,11.35,11.35,2009,0
haiti,PMO - US,From RDC,Air,,,2009-07-31,2009-07-31,2009-07-31,1260,6300.0,,,SCMS from RDC,12.35,12.35,2009,0
haiti,PMO - US,From RDC,Air,,,2009-07-31,2009-07-31,2009-07-31,108,189.0,,,SCMS from RDC,0.37,0.37,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-08-21,2009-08-21,2009-08-21,18180,206343.0,2047.0,6739.08,SCMS from RDC,404.43,404.43,2009,0
uganda,PMO - US,From RDC,Air,,,2009-08-24,2009-08-24,2009-08-24,2237,5458.28,,,SCMS from RDC,10.7,10.7,2009,0
uganda,PMO - US,From RDC,Ocean,,,2009-09-15,2009-09-15,2009-09-15,8784,99698.4,1118.0,7338.54,SCMS from RDC,195.41,195.41,2009,0
zambia,PMO - US,From RDC,Truck,,,2009-10-19,2009-10-19,2009-10-19,45964,367712.0,,,SCMS from RDC,720.72,720.72,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-09-16,2009-09-16,2009-09-16,3181,6043.9,,,SCMS from RDC,11.85,11.85,2009,0
uganda,PMO - US,From RDC,Air,,,2009-10-07,2009-10-07,2009-10-07,29426,201568.1,2529.0,4031.3,SCMS from RDC,395.07,395.07,2009,0
côte d'ivoire,PMO - US,From RDC,Air,,,2009-09-25,2009-09-25,2009-09-25,5830,14225.2,,,SCMS from RDC,27.88,27.88,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,17000,193800.0,1914.0,9341.49,SCMS from RDC,379.85,379.85,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,3001,34211.4,338.0,9341.49,SCMS from RDC,67.05,67.05,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,240,2820.0,22.0,9341.49,SCMS from RDC,5.53,5.53,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,25281,288203.4,2847.0,9341.49,SCMS from RDC,564.88,564.88,2009,0
nigeria,PMO - US,From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,16912,192796.8,1905.0,9341.49,SCMS from RDC,377.88,377.88,2009,0
zambia,PMO - US,From RDC,Truck,,,2009-10-13,2009-10-13,2009-10-13,22059,137206.98,,,SCMS from RDC,268.93,268.93,2009,0
mozambique,PMO - US,From RDC,Truck,,,2009-09-17,2009-09-17,2009-09-17,1604,11420.48,120.0,1799.88,SCMS from RDC,22.38,22.38,2009,0
ghana,PMO - US,From RDC,Truck,,,2009-09-30,2009-08-12,2009-08-12,276,2.76,,,SCMS from RDC,0.01,0.01,2009,-49
ghana,PMO - US,From RDC,Truck,,,2009-09-30,2009-08-12,2009-08-12,896,8.96,,,SCMS from RDC,0.02,0.02,2009,-49
haiti,PMO - US,From RDC,Air,,,2009-10-22,2009-10-22,2009-10-22,4410,6438.6,286.0,3842.22,SCMS from RDC,13.88,13.88,2009,0
ethiopia,PMO - US,From RDC,Air,,,2009-10-27,2009-10-27,2009-10-27,12873,37331.7,1258.0,6027.68,SCMS from RDC,80.49,80.49,2009,0
kenya,PMO - US,Direct Drop,Air,2009-11-18,2009-12-02,2010-02-16,2010-02-19,2010-02-19,1,80.0,1028.0,10083.69,"Orgenics, Ltd",0.17,0.17,2010,3
vietnam,PMO - US,Direct Drop,Air,2013-05-03,2013-05-15,2014-01-09,2014-01-09,2014-01-09,11092,74871.0,957.0,1869.41,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),92.62,92.62,2014,0
zambia,PMO - US,Direct Drop,Air,2014-08-19,2014-09-19,2015-05-12,2015-05-12,2015-05-14,6280,502400.0,2548.0,28709.52,"Orgenics, Ltd",516.47,516.47,2015,0
haiti,PMO - US,Direct Drop,Air,2012-01-06,2012-02-24,2012-06-12,2012-06-12,2012-06-12,298,685.4,21.0,304.62,CIPLA LIMITED,0.96,0.96,2012,0
south sudan,PMO - US,Direct Drop,Air,2013-02-22,2013-04-01,2013-08-16,2013-08-16,2013-08-16,90,8010.0,39.0,1434.98,"Orgenics, Ltd",9.91,9.91,2013,0
mozambique,PMO - US,Direct Drop,Air,2014-10-28,2014-11-07,2015-04-15,2015-04-15,2015-04-15,400,2740.0,62.0,642.99,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),3.22,3.22,2015,0
burundi,PMO - US,Direct Drop,Air,2013-02-20,2013-03-14,2013-06-10,2013-06-10,2013-06-10,1468,117440.0,638.0,12922.07,"Orgenics, Ltd",145.27,145.27,2013,0
burundi,PMO - US,Direct Drop,Air,2012-02-17,2012-04-09,2012-06-01,2012-06-01,2012-06-01,305,7777.5,34.0,836.8,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10.9,10.9,2012,0
haiti,PMO - US,Direct Drop,Air,2011-11-09,2011-12-29,2012-01-30,2012-01-30,2012-01-30,3,49.5,1.0,969.55,Premier Medical Corporation Ltd.,0.07,0.07,2012,0
vietnam,PMO - US,Direct Drop,Air,2014-02-06,2014-03-10,2014-07-29,2014-07-29,2014-08-06,5300,18550.0,2922.0,5616.02,HETERO LABS LIMITED,19.07,19.07,2014,0
south africa,PMO - US,Direct Drop,Ocean,2011-03-10,2011-03-24,2011-09-14,2011-10-27,2011-10-27,54768,133633.92,3237.0,10923.46,Aurobindo Pharma Limited,220.5,220.5,2011,43
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-05-11,2015-05-12,2015-05-12,2015-05-12,25,1246.3,,,PHARMACY DIRECT,1.28,1.28,2015,0
south africa,PMO - US,Direct Drop,Truck,2014-04-30,2014-05-08,2015-02-19,2015-02-19,2015-02-19,3,206.97,,,PHARMACY DIRECT,0.21,0.21,2015,0
vietnam,PMO - US,Direct Drop,Air,2013-05-03,2013-05-10,2013-10-11,2013-10-09,2013-10-09,11500,132135.0,1295.0,2021.05,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),163.45,163.45,2013,-2
vietnam,PMO - US,Direct Drop,Air,2014-04-08,2014-04-30,2014-09-16,2014-09-16,2014-10-01,16000,56800.0,1948.0,3138.25,HETERO LABS LIMITED,58.39,58.39,2014,0
south africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,13,438.41,,,S. BUYS WHOLESALER,0.54,0.54,2014,0
nigeria,PMO - US,Direct Drop,Air,2012-10-05,2012-10-16,2013-01-09,2013-01-10,2013-01-10,2744,244216.0,1186.0,25193.28,"Orgenics, Ltd",342.39,342.39,2013,1
dominican republic,PMO - US,Direct Drop,Air,2014-06-13,2014-06-23,2014-01-14,2014-01-14,2014-02-07,4570,148250.8,,,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",152.4,152.4,2014,0
mozambique,PMO - US,Direct Drop,Air,2011-08-04,2011-08-24,2011-12-12,2011-11-30,2011-11-30,1,77.7,,,"Orgenics, Ltd",0.13,0.13,2011,-12
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-08-24,2010-08-24,2010-08-24,56877,265615.59,4815.0,5886.9,Aurobindo Pharma Limited,572.67,572.67,2010,0
côte d'ivoire,PMO - US,Direct Drop,Air,2009-06-19,2009-07-09,2009-09-15,2009-09-15,2009-09-15,3500,245000.0,893.0,12858.12,"Orgenics, Ltd",480.2,480.2,2009,0
south africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,14,389.56,,,S. BUYS WHOLESALER,0.48,0.48,2014,0
vietnam,PMO - US,Direct Drop,Air,2015-01-28,2015-02-17,2015-07-13,2015-07-13,2015-07-14,17760,177600.0,2516.0,3816.3,HETERO LABS LIMITED,209.04,209.04,2015,0
vietnam,PMO - US,Direct Drop,Air,2009-08-12,2009-08-14,2009-10-26,2009-10-26,2009-10-26,1680,13860.0,110.0,791.43,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),27.17,27.17,2009,0
rwanda,PMO - US,Direct Drop,Air,2010-09-03,2010-09-29,2010-11-02,2010-11-02,2010-11-02,138422,1211192.5,13147.0,4781.8,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2611.33,2611.33,2010,0
côte d'ivoire,PMO - US,Direct Drop,Air,2011-12-08,2012-01-17,2012-03-29,2012-03-29,2012-03-29,2000,160000.0,957.0,18919.56,"Orgenics, Ltd",224.32,224.32,2012,0
malawi,PMO - US,Direct Drop,Ocean,2012-10-17,2012-10-31,2013-06-21,2013-06-21,2013-06-21,243800,2801262.0,27549.0,24875.46,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),3465.16,3465.16,2013,0
mozambique,PMO - US,Direct Drop,Air,2009-09-02,2009-09-24,2010-03-19,2010-03-19,2010-03-19,520,5366.4,149.0,,INTERNATIONAL HEALTHCARE DISTRIBUTORS,10.52,10.52,2010,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-01-26,2015-01-26,2015-01-26,2015-01-26,132,1823.8,,,PHARMACY DIRECT,1.87,1.87,2015,0
haiti,PMO - US,Direct Drop,Ocean,2014-09-24,2014-11-14,2015-03-13,2015-03-13,2015-03-18,25000,256000.0,3034.0,7658.27,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),263.17,263.17,2015,0
côte d'ivoire,PMO - US,Direct Drop,Air,2014-06-03,2014-07-31,2014-11-03,2014-11-03,2014-11-07,500,15410.0,505.0,6523.85,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),15.84,15.84,2014,0
"congo, drc",PMO - US,Direct Drop,Air,2014-08-11,2014-08-27,2014-11-04,2014-11-04,2014-11-20,77,2464.0,509.0,8021.11,"Trinity Biotech, Plc",2.53,2.53,2014,0
vietnam,PMO - US,Direct Drop,Air,2014-07-09,2014-08-08,2015-02-05,2015-02-05,2015-02-05,13000,105300.0,2672.0,2504.64,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),108.25,108.25,2015,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-03-09,2015-03-09,2015-03-09,2015-03-09,139,1566.38,,,PHARMACY DIRECT,1.61,1.61,2015,0
south sudan,PMO - US,Direct Drop,Air,2014-06-17,2014-07-01,2015-01-09,2015-01-09,2015-01-19,18,576.0,177.0,1692.35,"Trinity Biotech, Plc",0.59,0.59,2015,0
swaziland,PMO - US,Direct Drop,Air,2011-06-21,2011-07-13,2011-09-28,2011-09-28,2011-09-28,377,30160.0,172.0,4504.46,"Orgenics, Ltd",49.76,49.76,2011,0
uganda,PMO - US,Direct Drop,Air,2012-03-15,2012-04-17,2012-05-21,2012-05-21,2012-05-21,121,9075.0,43.0,199.0,ASPEN PHARMACARE,12.72,12.72,2012,0
"congo, drc",PMO - US,Direct Drop,Air,2015-03-10,2015-03-17,2015-07-23,2015-07-23,2015-07-29,143,11440.0,,,"Orgenics, Ltd",13.46,13.46,2015,0
vietnam,PMO - US,Direct Drop,Air,2009-06-25,2009-06-29,2009-09-30,2009-09-30,2009-09-30,21504,139776.0,1849.0,4191.83,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),273.96,273.96,2009,0
dominican republic,PMO - US,Direct Drop,Air,2011-06-21,2011-08-03,2011-09-27,2011-09-27,2011-09-27,448,403.2,71.0,844.36,"Standard Diagnostics, Inc.",0.67,0.67,2011,0
mozambique,PMO - US,Direct Drop,Air,2013-12-11,2013-12-17,2014-05-02,2014-05-02,2014-05-07,35136,284952.96,4784.0,19286.53,HETERO LABS LIMITED,292.93,292.93,2014,0
"congo, drc",PMO - US,Direct Drop,Air,2014-01-22,2014-01-28,2014-04-04,2014-04-04,2014-04-28,32,1024.0,54.0,2734.02,"Trinity Biotech, Plc",1.05,1.05,2014,0
haiti,PMO - US,Direct Drop,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,1832,3847.2,3504.0,7117.39,Aurobindo Pharma Limited,4.76,4.76,2013,0
côte d'ivoire,PMO - US,Direct Drop,Air,2009-06-19,2009-07-07,2009-09-11,2009-09-11,2009-09-11,350,9450.0,205.0,1437.4,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",18.52,18.52,2009,0
vietnam,PMO - US,Direct Drop,Air,2012-04-11,2012-06-15,2012-10-03,2012-10-03,2012-10-03,174,4047.24,21.0,583.66,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.67,5.67,2012,0
vietnam,PMO - US,Direct Drop,Air,2014-07-09,2014-08-11,2014-12-17,2014-12-17,2014-12-17,4000,14200.0,,,HETERO LABS LIMITED,14.6,14.6,2014,0
nigeria,PMO - US,Direct Drop,Air,2014-08-13,2014-08-29,2015-08-05,2015-08-05,2015-08-10,4560,82080.0,,,EMCURE PHARMACEUTICALS LTD,84.38,84.38,2015,0
zimbabwe,PMO - US,Direct Drop,Air,2014-04-01,2014-05-08,2014-06-14,2014-06-14,2014-06-16,32670,151915.5,3076.0,25730.13,Aurobindo Pharma Limited,156.17,156.17,2014,0
rwanda,PMO - US,Direct Drop,Air,2009-07-16,2009-08-31,2010-04-16,2010-04-16,2010-04-16,62209,681188.55,5795.0,63600.4,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1335.13,1335.13,2010,0
"congo, drc",PMO - US,Direct Drop,Air,2014-05-15,2014-05-19,2014-09-30,2014-09-30,2014-10-21,940,1175.0,132.0,2516.57,Aurobindo Pharma Limited,1.21,1.21,2014,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,33,1671.87,,,PHARMACY DIRECT,1.72,1.72,2015,0
burundi,PMO - US,Direct Drop,Air,2014-10-17,2014-11-12,2015-02-18,2015-02-18,2015-02-18,595,16422.0,63.0,865.67,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",19.33,19.33,2015,0
haiti,PMO - US,Direct Drop,Air,2013-02-07,2013-03-22,2013-08-14,2013-08-14,2013-08-14,14448,46667.04,2284.0,13257.25,MICRO LABS LIMITED,57.73,57.73,2013,0
uganda,PMO - US,Direct Drop,Air,2013-05-17,2013-07-03,2013-11-20,2013-11-20,2013-11-21,108,3888.0,22.0,265.0,ASPEN PHARMACARE,4.81,4.81,2013,0
kenya,PMO - US,Direct Drop,Air,2011-10-05,2011-10-26,2012-01-17,2012-01-17,2012-01-17,8298,738522.0,1427.0,16090.59,"Orgenics, Ltd",1218.56,1218.56,2012,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-11-28,2014-11-28,2014-11-28,2014-11-28,16,272.7,,,PHARMACY DIRECT,0.28,0.28,2014,0
cameroon,PMO - US,Direct Drop,Air,2013-07-26,2013-08-06,2013-10-10,2013-10-10,2013-10-18,120,8658.0,,1090.87,"Orgenics, Ltd",10.71,10.71,2013,0
tanzania,PMO - US,Direct Drop,Air,2013-07-15,2013-10-08,2014-03-22,2014-03-22,2014-03-22,5925,9243.0,394.0,3245.39,Aurobindo Pharma Limited,11.43,11.43,2014,0
vietnam,PMO - US,Direct Drop,Air,2014-04-08,2014-04-30,2014-10-30,2014-10-30,2014-11-04,9800,63602.0,2235.0,3708.72,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),65.38,65.38,2014,0
cameroon,PMO - US,Direct Drop,Air,2013-07-10,2013-08-06,2014-05-15,2014-05-15,2014-05-15,1000,350000.0,2090.0,51331.09,Orasure Technologies Inc.,432.95,432.95,2014,0
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-10-13,2011-01-25,2011-01-25,19992,156337.44,1378.0,3646.1,CIPLA LIMITED,337.06,337.06,2011,104
zambia,PMO - US,Direct Drop,Air,2014-05-21,2014-06-04,2014-12-01,2014-12-01,2014-12-10,10000,19900.0,849.0,4316.34,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),20.46,20.46,2014,0
south sudan,PMO - US,Direct Drop,Air,2013-07-18,2013-08-06,2013-10-18,2013-10-18,2013-10-18,35,1120.0,176.0,4124.74,"Trinity Biotech, Plc",1.39,1.39,2013,0
vietnam,PMO - US,Direct Drop,Air,2013-01-29,2013-02-06,2013-07-01,2013-07-01,2013-07-01,9095,62300.75,1736.0,8163.83,HETERO LABS LIMITED,77.07,77.07,2013,0
haiti,PMO - US,Direct Drop,Air,2013-04-26,2013-05-21,2013-07-09,2013-07-09,2013-07-09,300,7350.0,182.0,2581.83,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",9.09,9.09,2013,0
vietnam,PMO - US,Direct Drop,Air,2014-04-08,2014-04-30,2014-11-07,2014-11-07,2014-11-08,7600,15808.0,1292.0,2800.95,MICRO LABS LIMITED,16.25,16.25,2014,0
haiti,PMO - US,Direct Drop,Air,2014-09-24,2014-11-14,2015-02-12,2015-02-12,2015-02-13,50544,334095.84,4669.0,34778.32,HETERO LABS LIMITED,343.45,343.45,2015,0
south africa,PMO - US,Direct Drop,Truck,2009-10-08,2009-10-15,2009-10-19,2009-10-19,2009-10-19,100,3297.8,,,S. BUYS WHOLESALER,6.46,6.46,2009,0
vietnam,PMO - US,Direct Drop,Air,2010-02-02,2010-02-03,2010-03-30,2010-03-30,2010-03-30,3528,27342.0,395.0,3538.57,Aurobindo Pharma Limited,58.95,58.95,2010,0
tanzania,PMO - US,Direct Drop,Air,2013-04-30,2013-05-29,2013-09-17,2013-09-17,2013-09-17,2915,0.0,1208.0,20583.37,"Standard Diagnostics, Inc.",0.0,0.0,2013,0
burundi,PMO - US,Direct Drop,Air,2014-07-17,2014-08-06,2014-10-06,2014-10-06,2014-10-06,3484,278720.0,1415.0,33228.68,"Orgenics, Ltd",286.52,286.52,2014,0
tanzania,PMO - US,Direct Drop,Air,2011-06-24,2011-07-18,2011-09-29,2011-10-29,2011-10-29,10000,200000.0,3334.0,21952.35,"Standard Diagnostics, Inc.",330.0,330.0,2011,30
zambia,PMO - US,Direct Drop,Air,2014-04-15,2014-05-16,2014-07-28,2014-07-28,2014-08-15,9500,304000.0,2783.0,20621.1,"Trinity Biotech, Plc",312.51,312.51,2014,0
benin,PMO - US,Direct Drop,Air,2011-05-16,2011-05-27,2011-07-12,2011-07-12,2011-07-12,1244,17540.4,175.0,5864.56,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),28.94,28.94,2011,0
south africa,PMO - US,Direct Drop,Truck,2013-11-14,2013-12-02,2014-01-13,2014-01-13,2014-01-13,59,1653.14,,,S. BUYS WHOLESALER,1.7,1.7,2014,0
côte d'ivoire,PMO - US,Direct Drop,Air,2011-08-29,2011-09-30,2011-12-01,2011-12-01,2011-12-01,4000,112000.0,655.0,5300.24,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),184.8,184.8,2011,0
rwanda,PMO - US,Direct Drop,Air,2013-02-03,2013-02-06,2013-05-17,2013-05-17,2013-05-17,400,12328.0,454.0,7152.99,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),15.25,15.25,2013,0
south sudan,PMO - US,Direct Drop,Air,2014-12-29,2015-02-20,2015-06-03,2015-06-03,2015-06-05,70,6230.0,,,"Orgenics, Ltd",7.33,7.33,2015,0
mozambique,PMO - US,Direct Drop,Air,2013-11-12,2013-11-26,2014-04-09,2014-04-09,2014-07-08,800,6064.0,77.0,979.14,Aurobindo Pharma Limited,6.23,6.23,2014,0
uganda,PMO - US,Direct Drop,Air,2013-10-23,2013-10-30,2014-03-21,2014-03-21,2014-03-21,7445,16676.8,574.0,3868.24,CIPLA LIMITED,17.14,17.14,2014,0
vietnam,PMO - US,Direct Drop,Air,2013-01-29,2013-02-05,2013-05-24,2013-05-24,2013-05-24,263,486.55,182.0,5970.85,Aurobindo Pharma Limited,0.6,0.6,2013,0
ethiopia,PMO - US,Direct Drop,Air,2010-01-05,2010-01-13,2010-03-04,2010-03-04,2010-03-04,56000,133280.0,2996.0,10612.93,Aurobindo Pharma Limited,287.35,287.35,2010,0
